ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.6551,0.2997,9.7945,-0.6222,0.3543,9.7805,-0.0329,-0.0546,0.0141,-0.0381,-0.0187,-0.0288,13.0,-19.12,-60.4,-68.78,157.91,-2.24,3.57,4.0,62.485,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17711,2015-08-10 08:27:26:912
-0.8155,0.259,9.7514,-0.6199,0.327,9.7815,-0.1956,-0.0679,-0.0301,-0.0669,-0.0315,-0.0703,13.0,-18.98,-60.79,-69.04,158.25,-2.07,3.64,4.0,62.485,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17811,2015-08-10 08:27:27:012
-0.8155,0.259,9.7514,-0.6199,0.327,9.7815,-0.1956,-0.0679,-0.0301,-0.0669,-0.0315,-0.0703,13.0,-18.98,-60.79,-69.04,158.25,-2.07,3.64,4.0,62.485,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,17911,2015-08-10 08:27:27:112
-0.3439,0.3117,9.6461,-0.6047,0.2913,9.7836,0.2608,0.0204,-0.1375,0.0077,-0.0081,-0.0096,13.0,-19.24,-60.59,-68.31,158.4,-1.91,3.63,4.0,60.717,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18011,2015-08-10 08:27:27:212
-0.545,0.3692,10.0435,-0.6024,0.3012,9.7835,0.0575,0.0679,0.2601,0.0673,0.0282,0.0096,13.0,-19.42,-60.23,-68.12,158.23,-1.7,3.54,4.0,60.717,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18112,2015-08-10 08:27:27:313
-0.6072,0.417,9.9334,-0.6147,0.3575,9.7808,0.0075,0.0596,0.1526,-0.0157,-0.0038,0.0021,13.0,-19.55,-59.61,-68.89,157.31,-1.76,3.52,4.0,60.717,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18212,2015-08-10 08:27:27:413
-0.6072,0.417,9.9334,-0.6147,0.3575,9.7808,0.0075,0.0596,0.1526,-0.0157,-0.0038,0.0021,13.0,-19.55,-59.61,-68.89,157.31,-1.76,3.52,4.0,66.636,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18311,2015-08-10 08:27:27:512
-0.4061,0.532,9.7706,-0.6014,0.3235,9.7827,0.1953,0.2084,-0.0121,0.0567,-0.023,0.0394,13.0,-19.63,-59.2,-69.14,156.74,-2.09,3.6,4.0,66.636,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18411,2015-08-10 08:27:27:612
-0.4971,0.3739,9.8137,-0.5761,0.35,9.7833,0.079,0.0239,0.0304,0.078,-0.0347,0.0139,13.0,-19.61,-59.16,-69.08,156.9,-1.89,3.52,4.0,66.636,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18511,2015-08-10 08:27:27:712
-0.4971,0.3739,9.8137,-0.5761,0.35,9.7833,0.079,0.0239,0.0304,0.078,-0.0347,0.0139,13.0,-19.61,-59.16,-69.08,156.9,-1.89,3.52,4.0,58.535,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18612,2015-08-10 08:27:27:813
-0.612,0.4625,9.7634,-0.5384,0.3823,9.7844,-0.0736,0.0802,-0.0209,0.0418,0.01,0.016,13.0,-19.54,-59.4,-69.17,156.98,-2.05,3.37,4.0,58.535,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18712,2015-08-10 08:27:27:913
-0.5785,0.6876,9.9071,-0.5532,0.4702,9.7797,-0.0253,0.2174,0.1273,0.1526,0.0037,-0.0117,13.0,-19.6,-59.82,-68.92,157.48,-2.23,3.15,4.0,58.535,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18812,2015-08-10 08:27:28:013
-0.6551,0.9533,9.8233,-0.5683,0.707,9.7646,-0.0868,0.2463,0.0587,0.5371,0.0164,0.0863,13.0,-20.42,-59.63,-68.93,157.17,-2.75,3.24,4.0,53.734,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,18912,2015-08-10 08:27:28:113
-0.6551,0.9533,9.8233,-0.5683,0.707,9.7646,-0.0868,0.2463,0.0587,0.5371,0.0164,0.0863,13.0,-20.42,-59.63,-68.93,157.17,-2.75,3.24,4.0,53.734,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19012,2015-08-10 08:27:28:213
-0.612,1.8607,9.943,-0.5725,1.3877,9.691,-0.0395,0.473,0.252,0.5265,0.0729,-0.0074,13.0,-20.2,-60.23,-68.75,156.43,-4.13,3.33,4.0,53.734,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19112,2015-08-10 08:27:28:313
-0.4444,3.0195,9.4976,-0.6194,2.2131,9.5336,0.1749,0.8064,-0.0359,1.1337,0.0388,0.2419,13.0,-20.27,-62.13,-67.86,155.22,-8.14,3.38,4.0,63.965,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19212,2015-08-10 08:27:28:413
-0.4444,3.0195,9.4976,-0.6194,2.2131,9.5336,0.1749,0.8064,-0.0359,1.1337,0.0388,0.2419,12.0,-20.27,-62.13,-67.86,155.22,-8.14,3.38,4.0,63.965,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19315,2015-08-10 08:27:28:516
-0.047,4.7027,8.9685,-0.5061,3.7161,9.0612,0.4591,0.9866,-0.0926,1.3009,-0.0549,0.0065,12.0,-20.95,-66.2,-65.62,153.1,-13.04,3.72,4.0,63.965,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19411,2015-08-10 08:27:28:612
-0.2361,6.2373,7.6661,-0.3852,5.4553,8.14,0.149,0.782,-0.4739,1.6631,0.0995,0.031,12.0,-21.73,-72.5,-61.17,150.56,-22.27,3.2,4.0,72.255,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19511,2015-08-10 08:27:28:712
-0.296,7.6667,5.6981,-0.4218,7.2417,6.599,0.1258,0.425,-0.901,1.6567,0.2156,0.0203,12.0,-23.31,-80.17,-54.91,145.0,-33.8,2.71,4.0,72.255,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19611,2015-08-10 08:27:28:812
-0.296,7.6667,5.6981,-0.4218,7.2417,6.599,0.1258,0.425,-0.901,1.6567,0.2156,0.0203,10.0,-23.31,-80.17,-54.91,145.0,-33.8,2.71,4.0,72.255,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19711,2015-08-10 08:27:28:912
-0.4875,8.9189,3.6342,-0.543,8.5741,4.7284,0.0555,0.3448,-1.0942,1.4,0.0601,0.1354,10.0,-25.32,-89.38,-46.6,133.53,-47.6,3.66,4.0,65.128,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19811,2015-08-10 08:27:29:012
-0.4875,8.9189,3.6342,-0.543,8.5741,4.7284,0.0555,0.3448,-1.0942,1.4,0.0601,0.1354,10.0,-25.32,-89.38,-46.6,133.53,-47.6,3.66,4.0,65.128,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,19911,2015-08-10 08:27:29:112
-0.4875,8.9189,3.6342,-0.543,8.5741,4.7284,0.0555,0.3448,-1.0942,1.4,0.0601,0.1354,10.0,-25.32,-89.38,-46.6,133.53,-47.6,3.66,4.0,65.128,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20012,2015-08-10 08:27:29:213
-0.4875,8.9189,3.6342,-0.543,8.5741,4.7284,0.0555,0.3448,-1.0942,1.4,0.0601,0.1354,10.0,-25.32,-89.38,-46.6,133.53,-47.6,3.66,4.0,65.128,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20111,2015-08-10 08:27:29:312
-0.4037,9.5653,2.1594,-0.4486,9.3374,2.9633,0.0449,0.2279,-0.8039,1.3435,0.1645,-0.0936,5.0,-26.44,-98.67,-36.27,122.91,-60.97,6.55,4.0,65.128,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20212,2015-08-10 08:27:29:413
-0.0685,9.7592,-1.3098,-0.5923,9.7667,-0.6551,0.5237,-0.0075,-0.6547,0.2772,-0.5279,0.4475,5.0,-25.34,-113.34,-11.87,135.31,-72.2,8.61,4.0,66.897,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20312,2015-08-10 08:27:29:513
0.0584,9.6611,-1.6713,-0.1281,9.7372,-1.1568,0.1864,-0.0762,-0.5145,0.2772,-0.5279,0.4475,5.0,-24.32,-115.2,-4.73,135.31,-72.2,8.61,4.0,66.897,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20412,2015-08-10 08:27:29:613
0.0631,9.7879,-0.9339,0.0932,9.7528,-1.021,-0.0301,0.0352,0.0871,-0.2363,-0.0496,0.1024,5.0,-25.55,-116.78,0.45,237.09,-83.18,173.68,4.0,66.897,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20511,2015-08-10 08:27:29:712
0.0631,9.7879,-0.9339,0.0932,9.7528,-1.021,-0.0301,0.0352,0.0871,-0.1979,-0.0965,-0.1107,5.0,-25.55,-116.78,0.45,237.09,-83.18,173.68,4.0,65.336,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20612,2015-08-10 08:27:29:813
-0.1092,9.5198,-0.5484,0.0488,9.7808,-0.7105,-0.158,-0.261,0.1621,-0.1979,-0.0965,-0.1107,5.0,-27.84,-118.01,2.85,256.1,-84.0,-174.78,4.0,65.336,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20712,2015-08-10 08:27:29:913
0.0464,9.8071,-0.5029,-0.0254,9.7918,-0.5369,0.0718,0.0153,0.034,-0.0563,0.01,-0.051,5.0,-29.56,-118.53,2.99,263.08,-85.84,-176.07,4.0,65.336,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20812,2015-08-10 08:27:30:013
0.0464,9.8071,-0.5029,-0.0254,9.7918,-0.5369,0.0718,0.0153,0.034,-0.0669,-0.0038,-0.0106,5.0,-29.56,-118.53,2.99,263.08,-85.84,-176.07,4.0,72.947,32.77658,35.005676,,303.5619507,,28.855,,0 / 0,20911,2015-08-10 08:27:30:112
